customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02958,Male,0,No,Yes,38,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),60.33,88.79,No
CUST-02959,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,31.41,3933.01,Yes
CUST-02960,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),30.13,1080.19,No
CUST-02961,Male,0,No,No,49,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),34.3,6386.06,No
CUST-02962,Female,1,Yes,No,52,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,61.71,1107.71,No
CUST-02963,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,No,Mailed check,111.55,1075.2,No
CUST-02964,Female,0,Yes,No,51,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.7,4420.71,Yes
CUST-02965,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,105.03,2086.47,Yes
CUST-02966,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.05,2090.35,Yes
CUST-02967,Male,0,Yes,Yes,66,No,No,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),116.9,8253.4,No
CUST-02968,Male,0,No,No,39,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),93.55,2541.31,No
CUST-02969,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,98.67,7907.5,No
CUST-02970,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.95,2014.0,No
CUST-02971,Female,0,Yes,No,67,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.23,7728.2,No
CUST-02972,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.81,1764.11,No
CUST-02973,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,117.04,1517.68,Yes
CUST-02974,Male,1,Yes,Yes,68,Yes,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.04,2400.52,No
CUST-02975,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,102.59,3636.88,No
CUST-02976,Female,0,No,No,34,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),99.48,1808.75,No
CUST-02977,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Mailed check,61.61,5307.52,No
CUST-02978,Male,1,No,No,14,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.64,4036.18,Yes
CUST-02979,Male,0,Yes,No,5,Yes,No,No,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),43.33,4642.66,No
CUST-02980,Male,1,No,No,15,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,54.16,5722.13,No
CUST-02981,Female,1,Yes,No,45,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,41.36,3982.59,No
CUST-02982,Male,0,No,No,62,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.84,828.3,No
CUST-02983,Male,0,Yes,No,11,Yes,No,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,41.95,3051.24,No
CUST-02984,Female,0,No,No,40,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,84.16,4461.87,Yes
CUST-02985,Female,0,Yes,No,18,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.68,1553.6,Yes
CUST-02986,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),53.84,4246.88,No
CUST-02987,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),93.22,1075.71,No
CUST-02988,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.72,3041.88,No
CUST-02989,Female,0,No,Yes,20,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,95.43,7217.24,Yes
CUST-02990,Female,1,No,Yes,7,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,103.65,421.07,No
CUST-02991,Female,0,No,No,38,Yes,No,No,No,No,Yes,No,No,Yes,One year,No,Electronic check,119.19,331.01,Yes
CUST-02992,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.24,3443.92,Yes
CUST-02993,Female,1,Yes,No,28,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.51,7866.85,No
CUST-02994,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,53.39,5291.43,Yes
CUST-02995,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,47.01,5915.25,Yes
CUST-02996,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,29.93,4794.48,No
CUST-02997,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,47.26,6670.34,No
CUST-02998,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),49.13,3516.26,No
CUST-02999,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,90.8,6446.32,No
CUST-03000,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,92.09,8035.26,No
CUST-03001,Female,1,No,Yes,46,Yes,Yes,No,No internet service,No,No,No,Yes,No,One year,No,Electronic check,71.15,2978.72,No
CUST-03002,Female,0,Yes,No,62,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.76,3542.41,No
CUST-03003,Female,1,No,No,25,Yes,No,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,52.9,1520.24,No
CUST-03004,Male,0,Yes,Yes,42,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,One year,Yes,Electronic check,66.02,1028.42,Yes
CUST-03005,Male,0,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.93,6451.7,Yes
CUST-03006,Female,0,No,No,37,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,72.73,5065.14,No
CUST-03007,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),57.54,6161.47,Yes
CUST-03008,Female,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),24.78,1460.81,No
CUST-03009,Male,0,Yes,No,51,No,Yes,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,27.47,6515.98,No
CUST-03010,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.06,2712.43,No
CUST-03011,Female,0,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),93.83,5337.61,No
CUST-03012,Male,0,Yes,No,47,No,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),28.03,7291.35,No
CUST-03013,Male,1,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.04,5299.38,No
CUST-03014,Female,1,No,No,30,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.08,1488.36,No
CUST-03015,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),75.75,4309.59,No
CUST-03016,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.85,2190.05,Yes
CUST-03017,Male,0,Yes,No,51,Yes,No,No,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,64.93,4762.42,Yes
CUST-03018,Female,0,Yes,Yes,70,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.26,696.25,No
CUST-03019,Male,1,Yes,No,50,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,109.51,8449.22,Yes
CUST-03020,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.61,5341.65,No
CUST-03021,Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),70.18,3293.2,No
CUST-03022,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),42.73,2977.78,No
CUST-03023,Female,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.85,5003.66,No
CUST-03024,Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,92.6,5786.17,No
CUST-03025,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),101.93,2029.73,No
CUST-03026,Male,0,No,No,46,No,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),102.43,4746.3,No
CUST-03027,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),37.27,7371.08,No
CUST-03028,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,23.51,6972.17,No
CUST-03029,Male,0,No,No,63,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Mailed check,69.53,1601.4,Yes
CUST-03030,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),65.54,3306.86,No
CUST-03031,Female,0,No,Yes,14,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,50.78,6804.54,No
CUST-03032,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),91.78,2671.02,No
CUST-03033,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,79.89,6615.88,Yes
CUST-03034,Female,0,Yes,Yes,37,Yes,No,No,No,No,No,No,Yes,No,One year,No,Electronic check,57.29,6105.1,No
CUST-03035,Male,0,Yes,No,40,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),67.8,1586.3,No
CUST-03036,Male,0,No,Yes,14,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,73.01,5998.44,Yes
CUST-03037,Female,0,No,No,2,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),113.96,7203.22,No
CUST-03038,Male,1,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.82,7803.29,Yes
CUST-03039,Male,0,No,No,10,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),84.76,2119.82,No
CUST-03040,Male,0,Yes,Yes,59,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.82,8573.35,Yes
CUST-03041,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,91.11,4225.67,No
CUST-03042,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.53,2176.44,No
CUST-03043,Male,0,Yes,No,24,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,58.97,6213.11,Yes
CUST-03044,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),29.45,6136.33,Yes
CUST-03045,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,98.17,5289.14,No
CUST-03046,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),98.29,1260.78,Yes
CUST-03047,Female,0,No,Yes,43,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,117.14,292.27,Yes
CUST-03048,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),70.16,6328.64,Yes
CUST-03049,Female,0,No,No,58,No,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.59,3013.97,Yes
CUST-03050,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),117.75,856.34,No
CUST-03051,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),80.45,8009.17,No
CUST-03052,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),102.11,7967.3,No
CUST-03053,Female,1,No,No,57,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),59.89,5530.1,Yes
CUST-03054,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),37.01,2101.26,No
CUST-03055,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,103.99,8468.2,Yes
CUST-03056,Male,0,No,No,62,No,No,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,Yes,Mailed check,61.9,2086.74,No
CUST-03057,Female,1,Yes,No,59,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,No,Mailed check,93.87,109.25,No
CUST-03058,Male,0,Yes,No,60,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.64,7737.71,No
CUST-03059,Female,0,No,No,60,Yes,No phone service,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.62,1701.28,No
CUST-03060,Female,1,Yes,No,68,No,No,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),23.25,5422.62,No
CUST-03061,Female,1,Yes,Yes,20,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.44,2063.49,No
CUST-03062,Female,0,Yes,No,2,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.77,3853.14,Yes
CUST-03063,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),57.87,3477.04,No
CUST-03064,Female,0,Yes,No,9,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),53.65,3235.89,Yes
CUST-03065,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,88.8,2745.57,No
CUST-03066,Male,0,Yes,No,65,Yes,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.75,148.61,Yes
CUST-03067,Male,0,No,No,45,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,101.16,1859.85,No
CUST-03068,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,87.02,8549.84,Yes
CUST-03069,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),110.57,84.5,No
CUST-03070,Male,0,No,No,3,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,42.62,634.9,No
CUST-03071,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.5,295.22,Yes
CUST-03072,Male,0,No,No,28,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,116.84,,No
CUST-03073,Male,0,No,Yes,46,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,43.43,334.39,No
CUST-03074,Male,1,No,No,62,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.0,4622.23,No
CUST-03075,Female,0,Yes,No,30,No,No,No,No internet service,No,No,No,No,Yes,One year,No,Electronic check,50.03,2819.09,No
CUST-03076,Female,0,No,No,50,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,64.56,7550.41,No
CUST-03077,Male,1,No,No,40,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.87,3098.61,No
CUST-03078,Male,0,No,No,35,Yes,No phone service,No,Yes,No,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),99.55,7054.01,No
CUST-03079,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,81.22,6064.33,No
CUST-03080,Male,1,Yes,No,59,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,18.1,8338.39,No
CUST-03081,Male,0,No,No,14,Yes,No,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.33,3815.57,Yes
CUST-03082,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.28,8211.49,No
CUST-03083,Male,0,No,Yes,29,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,68.01,5567.81,No
CUST-03084,Female,0,No,No,26,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.52,3302.45,No
CUST-03085,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),111.14,4222.4,No
CUST-03086,Female,1,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.9,6285.37,No
CUST-03087,Female,0,Yes,Yes,46,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.02,7613.13,Yes
CUST-03088,Female,0,No,Yes,55,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),54.08,3501.24,No
CUST-03089,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,47.32,8110.27,No
CUST-03090,Female,0,No,No,8,No,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,65.19,4123.12,No
CUST-03091,Female,0,No,No,64,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No,Two year,Yes,Mailed check,104.33,6629.38,No
CUST-03092,Male,0,No,No,69,No,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),71.15,7807.25,No
CUST-03093,Female,0,Yes,No,0,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.18,1905.04,No
CUST-03094,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.08,1742.32,No
CUST-03095,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.76,5870.09,Yes
CUST-03096,Female,0,No,No,44,Yes,Yes,No,No,No,No internet service,No,No,No,Two year,No,Credit card (automatic),54.94,5443.09,No
CUST-03097,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.04,7127.33,No
CUST-03098,Female,0,No,Yes,14,Yes,No,No,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,116.99,4664.77,No
CUST-03099,Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),27.27,6253.75,No
CUST-03100,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.95,1477.24,No
CUST-03101,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),35.03,4697.99,Yes
CUST-03102,Male,0,No,Yes,25,Yes,Yes,No,Yes,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),106.63,105.71,Yes
CUST-03103,Female,1,No,Yes,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,Yes,Mailed check,92.18,5870.36,Yes
CUST-03104,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,61.03,8347.63,No
CUST-03105,Male,0,Yes,No,58,Yes,No,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.52,1523.61,No
CUST-03106,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,47.68,1190.73,No
CUST-03107,Female,0,No,No,20,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),89.31,4082.19,No
CUST-03108,Male,0,No,Yes,48,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),109.48,3848.97,No
CUST-03109,Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.45,3818.23,Yes
CUST-03110,Male,0,No,Yes,70,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,47.97,2510.49,Yes
CUST-03111,Male,1,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,91.15,1204.21,No
CUST-03112,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),43.89,7938.09,No
CUST-03113,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Mailed check,45.11,3009.88,No
CUST-03114,Female,0,Yes,No,71,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.06,3513.0,No
CUST-03115,Male,0,No,No,6,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,27.67,,No
CUST-03116,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,58.39,1115.03,No
CUST-03117,Female,0,Yes,No,44,Yes,Yes,No,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,55.57,1716.94,No
CUST-03118,Female,0,Yes,Yes,21,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,23.4,128.11,No
CUST-03119,Female,0,No,No,43,No,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),111.64,4286.04,No
CUST-03120,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.64,4774.76,No
CUST-03121,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.53,1850.4,No
CUST-03122,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.68,3648.14,No
CUST-03123,Male,0,No,No,66,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,Yes,Mailed check,30.4,5948.48,No
CUST-03124,Male,0,Yes,No,71,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.38,2243.04,Yes
CUST-03125,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),53.46,3169.38,No
CUST-03126,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.97,6060.54,No
CUST-03127,Female,1,Yes,Yes,68,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),92.78,5139.66,No
CUST-03128,Male,0,No,No,27,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),30.57,4362.01,No
CUST-03129,Female,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),39.89,7468.89,No
CUST-03130,Female,0,No,Yes,30,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),30.05,622.0,No
CUST-03131,Male,0,No,No,58,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.84,4532.77,No
